sentences,labels
 SOLICITACAO NAO  ATENDIDO   NOTO DELETADA NAO FICAR  BASE     PERIODO MINIMO  04 HORAR PARIR    ENTRAR  RELACAO  BACKUP  CONFORMAR INFORMACAO  PROFISSIONAL  ATENDER   CHAMAR,0
EXCELENTE ATENDIMENTO  PRAZO  ATENCAO  QUALIDADE,1
EXELENTE,1
 CAMERA CV25VIBRAPAR PV03 CONTINUAR    PROBLEMA ,0
 RESOLVER  PROBLEMA ,1
 ATENDIMENTO  RAPIDO  EFICIENTE  REALIZAR TESTE ,1
 RESOLVER PELAR TECNICO  TCOM  BORDAR,1
  ATENDENTE    AR,0
 FERRAMENTA  CAPTURAR  NOTO NAO  DISPONIVEL     JA  RSOLVIDO  OUTRO ATENDIMENTO  DIA 140415 ,0
REALIZADO TESTAR     PERFOMACE  COMPUTADOR  VERIFICAR      RAPIDO  EFICIENTE   ATENDIMENTO  RAPIDO  EFICIENTE ,1
ATENDIMENTO RAPIDO  EFICIENTE  OBRIGAR ,1
DEMORA PARIR RESOLVER,2
OTIMO ATENDIMENTO,1
EXCELENTE ATENDIM ENTO   TECNICO  INFORMATICA   PARABENS ,1
 FINALIZADO  REGISTRO  ATENDIMENTO   EQUIPE NAO COMPARECEU  ATENDER  SOLICITACAO ,2
   ATENDER   TECNICO FICAR NITIDAMENTE SENSIBILIZAR    DEMANDAR    CELERES  RESOLUCAO   ,1
IREI REABRIR  CHAMADO    COMPUTADOR INSTALADO  APESAR   CAPACIDADE  CONFIGURACAO    LENTO  TRAVANDO  DOQUE     ,2
  ACESSO PARIR LER  ESCREVER  SALVAR   NAO   ACESSO PARIR DELETAR   CASAR  INSERIR UMAR PASTAR   NAO  ACESSO  PERMISSAO PARIR RENOMEAR  EXCLUILA ,2
RESOLVIDO PRONTAMENTE   TROCAR  MONITOR ,0
EXCELENTE ATENDIMENTO,1
 PROBLEMA NAO  RESOLVER PELAR ATENDIMENTO TIC ,2
 SATISFAZER  ATENDIMENTO   RECORDAR    6 HORAR   SUPER EFICIENTE  PARABENS ,1
ATENDIMENTO EFICAZ ,1
  RAPIDO  ENTREGAR,1
GOSTARIA  AGRADECER  RECONHECER  COMPETENCIA  PRESTEZA  ANALISTA ANTONIO ,1
PARABENIZO  TECNICO PELAR EMPENHAR  DEDICACAO  SOLUCAO  PROBLEMA ,1
 PROCESSAR  REPASSAR  ATENDIMENTO PARIR  SEGUNDAR NIVEL  DEMORAR  CERCAR  40 MIN  PARIR  PROBLEMA   COMPLEXIDADE ,0
 ATENDIMENTO   RAPIDO ,0
  COMUNICACAO INFORMAR DEFEITO  APARELHAR TELEFONICO HAVER  SUPOR   SOLICITANTE NAO CONSEGUIR ATENDER   RECEBER LIGACAO      ACESSO   APARELHAR         ENVIAR  CORREAR    SOLICITANTE NAO ATENDER LIGACAO TELEFONICA  SOLICITAR  AVISAR   CHAMAR   CANCELAR  DESNECESSARIO ,0
ATENDIMENTO RAPIDO  EFICIENTE  PARABENS ,1
 ATENDIMENTO  PRESTATIVO  AGIL  PARABENS  EQUIPAR ,1
 ATENDIMENTO  EXECUTAR  SUCESSO ,1
AGRADECO   MAURILO PELAR EXCELENTE SUPORTAR TECNICO ,1
 SATISFAZER ,1
  NIVEL  INSATISFACAO NAO   RELACAO   ATENDIMENTO      PROGRAMA PRATICAS  RH   FRUSTRANTE PRECISAR  UMAR FERRAMENTA  NAO CONSEGUIR   TAREFAR  CUMPRIR   COBRAR   ,0
 SOLICITAR  VERIFICACAO   CHAVE CLV1  APROVAR  CARRO  COMPRAR  CONFORMAR INFORMAR    CHAMAR     POREM  MOSTRAR  TELA  ANEXAR   INFORMAR   APROVADOR   PERFIL  INFORMAR  REALMENTE  GERENTE MANUELITO   APROVACAO  CONTAR    COMER GERENTE SUBSTITUTO  PERFIL      RESUMIR   PROPRIO GERENTE MANUELITO RECEBER  CARRO ENVIAR ATRAVES  CHAVE D   CONSEGUIR AUTORIZAR NORMALMENTE      INFORMACAO  FINALIZAR  CHAMAR      PERFIL AUTORIZAR   ,2
PARABENS   COLEGA  PRESTAR  SERVICO   EFICIENCIA,1
 NAO APRESENTAR  ERRAR  ATENDIMENTO  AGRADECER ,2
EXCELENTE ATENDIMENTO REALIZAR PELAR TECNICO HILTON CARRANQUEIROS ,1
PRONTO ATENDER,1
 PROBLEMA COMECAR  SABADO DIA 1104   NAO  RESOLVER      ,2
ATENDIMENTO RAPIDO  EFICIENTE ,1
AGRADECO  PARABENIZAR   EQUIPAR TIC PELAR PRESTEZA  AGILIDADE   APAIADORES  PRECISAR D   EQUIPE NOTO 1000 ,1
ATENDIMENTO EXCELENTE    ATENCAO ,1
 ATENDENTE DEMORAR  PARIR INFORMAR  NAO  RESOLVER  PROBLEMA,2
ATENDIMENTO RAPIDO  EFICIENTE ,1
RAPIDO ATENDIMENTO   BOM ,1
SO  CONCEDER ACESSO  INTERNET EXPLORER  NAO HAVER EXITO  ACESSO  FIREFOX ,0
EQUIPE EFICIENTE   PARABEM ,1
    PROFISSIONALISMO  DEDICACAO  PRESTEZA  ATENDIMENTO ,1
PROFISSIONAL SUPER COMPETENTE  ATENCIOSO  SEGURANCA     PARABENS ,1
PRONTAMENTE ATENDER   PELAR ATENCAO ,1
     881   DEMORAR        NAO   ,0
 PESSOA NAO PROCURAR ENTENDER  PROBLEMA  USOU   INFORMACAO      CHAMAR  RESOLVER ,2
  ATEDIDO,1
OTIMO ATNDIMENTO ,1
SUGIRO   TIC ENCAMINHAR CORREIO PARIR  SOLICITANTE INDICAR  ETAPA    PROCESSAR  ENCONTRAR ,0
PRIMEIRAMENTE  CONTATO PELAR 881  RESULTAR  ABERTURA  CHAMAR INC000022744510   NAO  ATENDER  DEMANDAR  AVALIAR    ATENDENTE    ALTERNATIVO  DEMANDAR  INFORMACAO    INTERNET ATRAVES  DIP UMAR    RUI ENCONTRASE  MANUTENCAO  EMITI  DIP CONFORMAR ORIENTAR  PARIR  SURPRESO  ATENDENTE   IMPEDIR  LEVANTAR  INFORMACAO PELAR FATO  RUI   MANUTENCAO    RUI  FUNCIONAR    ACESSADO   DIP SOLICITAR TAMBEM  HORARIO  LOGIN  LOGOFF  EMPREGAR  PARIR  DEMANDAR  ATENDENTE INFORMAR     CONTACTAR  GAPRE   AGILIDADE TRANSPETRO     OPCAO  GAPRE   QUESTIONAR  NECESSIDADE  ENVOLVER  GABINETE  PRESIDENCIA PARIR    INFORMACAO  CONFIRMADA  NECESSIDADE  SOLICITAR  DEVER  CONTACTAR  GAPRE  APOS INSISTENCIA    RESPONDER  DEVER CONTACTAR  CHAVE RB36  ELIANE CANTUARIA  ASSIS    CONSULTAR  BUSCAR EMPREGAR  DESCOBRIR   EMPREGAR TRABALHAR  AREA  DIREITO AMBIENTAL  BACIA  SANTOS        2A  OPCAO  AGILIDADE TRANSPETRO   ATENDENTE NAO  INFORMAR COMER DEVER PROCEDER PARIR CONSULTAR  GERENCIA  VALE INFORMAR  JA   D  SOLICITACAO  OBTER  HORARIO  LOGIN  LOGOFF  REDE CORPORATIVA PARIR COMPARAR  HORARIO ALEGAR  ENTRAR  SAIR  UNIDADE   SOLICITACAO  ATENDIDO   PROBLEMA    ATENDENTE   CONVERSO  GRAVAR ,2
 RETIRAR  APARELHO TELEFONICOS NAO  REALIZAR   INFORMAR   TICAA,2
ATENDENTE  PRESTATIVO  OTIMO ATENDIMENTO ,1
 DESCRICAO  SOLICITACAO  ERRAR   VERDADE  SOLICITAR   TROCAR  LETRA   HD EXTERNAR    ALGUMO MOTIVAR DESONHECIDO  ALTERAR PELAR PROPRIO NOTEBOOK ,0
 PROBLEMA  ATENDIMENTO 881       ATENDENTE     QUASE IMPOSSIVEL   OUVIR   CHAMAR   RUIM     ATENDIMENTO   BOM ,1
EXCELENTE ,1
OTIMO ,1
SINPEP INSTALAR ,0
PARABENIZO  TECNICO MARCELO  C DRUMOND PELAR  ATENDIMENTO EFICAZ  EFICIENTE ,1
PERFAZER ATENDIMENTO,1
LIGACAO  881   QUASE NAO  PARIR OUVIR  INTERLOCUTOR ,0
 ORIENTAR   PROBLEMA  ENCAMINHAR  UMAR EQUIPAR  SUPORTAR TECNICO,0
GRATO PELAR PROATIVIDADE  COLABORADOR ,1
ATENDIMENTO EFICIENTE  PRESTATIVO ,1
GRATA  SUELEN ,1
CONTINUEM  ,0
 ATENDENTE  EXTREMAMENTE EDUCAR  RAPIDO  EXECUCAO   PEDIR    PARABEM ,1
ATENDIMENTO  EFICAZ  RAPIDO ,1
EXCELENTE  ATENCIOSO  PROFISSIONAL  ELOGIOSO ATENDIMENTO ,1
   PRAZO  LIBERACCAO,0
 ,1
OK,0
OBRIGAR,1
,1
OK,0
NOTA 10  RAPIDO  EFICIENTE ,1
 BOM   ATENDIMENTO DURAR   1H   TECNICO NAO DESISTIR  ATENDER REMOTAMENTE ,1
 ATENDIDO   OBRIGAR,1
   DIRIGIR   SERVICO 881   NAO   NADO  NELSON RAULINO 8344976,2
EXCELENTE ATENDIMENTO ,1
 MICRO CONTINUAR LENTAR    TECNICO      REDE    ,2
PLENAMENTE SATISFEITO   ATENDIMENTO ,1
 DESPEITAR  ESFORCAR  ATENDENTE   PROBLEMA NAO  SOLUCIONAR ,2
TRABALHO REALIZAR   QUALIDADE    SOLICITAR   BOM ATENDIMENTO ,1
ATENDENTE  PRESSA  ENCERRAR  ATENDIMENTO   PACIENCIA PARIR RESOLVER  PROBLEMA ,2
 ATENDIMENTO  EFICIENTE   GENTIL ,1
ATENDENTE CORDIAL  ATENCIOSO   PRINCIPALMENTE  EFICIENTE,1
  MYLENA,1
ATENDENTE EDUCAR   PREPARAR  REALIZAR  CORRECOES NECESSARIO  FORMAR RAPIDO  EFICAZ ,1
SOLICITEI  FINALIZACAO  CHAMAR   UMAR REUNIAO N  HORARIO     CHAMAR NAO  RESOLVER ,2
AGILIDADE  ATENDIMENTO ,1
NAO CONSEGUIR ACESSAR ARQUIVO ANEXO  PATEC  PETRONECT,2
HOUVE  DEMORAR  ATENDIMENTO  FICAR  MANHA INTEIRO PARAR   TRABALHAR  SO  ATENDER   LIGAR 5 VEZAR   ATENDER  1630    ABERTO  CHAMAR  S 0830  ,2
 SATISFAZER,1
EXECELENTE,1
PARABENS PELAR PROATIVIDADE,1
 BOM  ATENDIMENTO  QUALIDADE ,1
NAO CONSEGUIR ACESSAR ANEXO  PATEC  PETRONECT,2
FIQUEI SATISFEITO   ATENDIMENTO   SOLUCAO  PROBLEMA   ATENDIMENTO ,1
ATENDIMENTO EXECUTADO  EXITO   ,1
   ATENDER   NAO HAVER POSSIBILIDADE  SOLUCAO IMEDIATO PELAR TIC ,1
ATENDIMENTO EXCELENTE,1
ATENDENTE  PRESTATIVO PARIR ENCONTRAR  RESOLUCAO  PROBLEMA ,1
BOM DIA       ATENDIMENTO AGIL    REALIZAR        ,1
OTIMO ATENDIMENTO ,1
SATISFAZER,1
EXCELENTE ATENDIMENTO   AGIL  ATENDENTE  PRESTATIVO  FORNECEU ORIENTACAO  INTERESSANTE PARIR    TELEFONAR  FOCOU  ATENDER   SOLICITACAO ,1
DESTACAR ATENCAO  PRESTEZA  EQUIPE  OTIMO SERVICO PRESTADO   ,1
  ATENDER   EMPENHAR  DEDICACAO  SOLUCAO RAPIDO  PROBLEMA   ,1
SOLICITACAO ATENDIDA ADEQUADAMENTE   PRAZO,1
AGRADECER     RESPOSTAR  TECNICO ADRIANA  ATT  IOLANDA ,1
 ATENDIMENTO  REALIZAR PRONTAMENTE   AGILIDADE ACIMA  ESPERAR ,1
ATENDIMENTO SATISFATORIO  ATENDER  EXPECTATIVA,1
OTIMO ATENDIMENTO     RAPIDEZ,1
ATE  PRESENTAR DATAR NAO HAVER CONTATO   TECNICO PARIR APOIAR TECNICO  INFOPAE,2
CHAMADO   RESOLVER DEVER  COMPETENCIA  APOIAR   ESTEVAR   ESTACAO  TRABALHAR  A4G1 ,1
 ATENDIMENTO       OBRIGAR,1
SERVICO RAPIDO  EFICIENTE ,1
PRONTO ATENDIMENTO  EXCELENTE ,1
 PRESTATIVO  ATENCIOSO,1
PARABENS PELAR AGILIDADE ,1
  ABIR  SOLICITACAO   CHAMAR    CHAVE  NAO   COLEGA USUARIUO  MICRO ,2
EXCELENTE ATENDENTE   ATENCIOSO  SOLICITO ,1
PARABEN ,1
AGRADECO  RETORNAR   TECNICO  MTO PRESTATIVO  EFICIENTE ,1
RESOLVIDO   ,0
 APOS  SAIR  TECNICO  RAMAL PARAR  FUNCIONAR  DERRUBAR  REDAR  CUMPUTADOR ,2
EXCELENTE ATENDIMENTO,1
 RAPIDAMENTE ,0
 REGISTRAR      HISTORICO  CHAMAR  ERRO  SOLUCAO QUANTUM   PJE   CATALOGO NACIONAL      FACILTAR  ATENDIMENTO,0
   ATENDIMENTO,1
 ATENDIMENTO AGREGAR  PARIR  REALIZACAO  ATIVIDADES,0
  ATENDIDO ,1
EXCELENTE SERVICO PRESTADO,1
 OBRIGAR PELAR SUAR AJUDAR   PELAR OTIMO ATENDIMENTO   CLIENTE ,1
 MAQUINA   DESCONFIGURADA  NAO RESOLVER   PLOBLEMA,2
ATENDIMENTO RAPIDO  EFICAZ ,1
INFELIZMENTE NAO  RECORDAR  NOME  FUNCIONARIO   ATENDER     PRESTAR  ATENDIMENTO ACIMA  MEDIO   CORTESIA  ATENCAO  COMPETENCIA ,0
 ATENDIMENTO   RAPIDO  EXCELENTE ,1
OTIMO ATENDIMENTO ,1
EXCELENTE  ATENCIOSO  PROFISSIONAL ATENDIMENTO ,1
 CERTAR ,0
AGRADECO  PRONTO ATENDIMENTO  ATT  ANNA IOLANDA ,1
SEMN ,0
ATENDIMENTO EFICIENTE,1
COMEDIR  UTILIZAR  CI,0
ATENDIMENTO EXCELENTE  ATENDENTE  EDUCAR,1
SOLICITEI ATUALIZACAO  VERSAO  ITUNES    INFORMAR   APLICATIVO    RESTRITO   NAO  UTILIZAR ,2
SERVICO CONCLUIR ,0
 SATISFEITO   ATENDIMENTO  RAPIDO  EFICIENTE,1
  TENTATIVO CONSEGUIR ACESSAR   NAO    CONTACTAR PAREA SOLUCIONAR  ,2
SERVICO CONCLUIR ,0
ECELENTE ATENDIMENTO,1
 BOM  PARABENS ,1
PRETEZA  AGILIDADE  ATENDIMENTO ,1
SERVICO CONCLUIR ,0
ATENDIMENTO SUPER RAPIDO  GOSTEI   ,0
EXCELENTE ATENDIMENTO     EQUIPE ,1
 ATENDIMENTO  PROLONGAR ATE  S 1200H  UMAR CONCLUSAO   HAVER CHEGAR  HORAR  ALMOCAR     SOLICITAR  FINALIZACAO  CHAMAR ,2
OTIMO ATENDENTE    TRABALHAR RAPIDO   FORMAR EFICIENTE ,1
ATENDIMENTO EXCELENTE,1
NOTA 1000  RAPIDO  ATENDIMENTO  ,1
   ATENDER,1
 PROBLEMA  RESOLVER     VOLTAR  ACONTECER HORAR DEPOISS      SERVICO APARENTAR INSTABILIDADE ,1
,1
RAPIDO  PRATICO ,1
QUESTAO  ATUALIZACAO  JAVA  CREIO   ATUALIZACOES  JAVA   NAVEGADOR   PLUGINS  BANCO DEVER  AUTOMATICAMENTE ATUALIZADOS  HAVER NECESSIDADE  UTILIZACAO  881  HOJE  ATENDIMENTO     SUPER RAPIDO  POREM  S VEZAR   DEMORAR      ATENDIMENTO HOJE  EXCELENTE,0
EXCELENTE PROFISSIONAL,1
EXCELENTE ATENDIMENTO,1
 NAO CONSEGUIR ACESSAR  SITE  BANCO  BRASIL ,2
ATENDIMENTO  BOM  RAPIDO  EFICAZ  EDUCAR,1
EXCELENTE ATENDIMENTO ,1
    BOM  ATENDENTE ,1
EXCELENTE ATENDIMENTO  PARABENS   ,1
INFELIZMENTE  ATENDENTE NAO   NADO   PROBLEMA    ACESSO      NCAMINHOU PARIR      SOLUCAO ,0
OTIMO ATENDIMENTO ,1
ATENDENDE  ATENCIOSO  PROBLEMA SOLUCIONAR,1
 PLUGIN NAO FUNCIONAR  SITE  CAIXA ECONOMICA FEDERAL   UTILIZAR  NAVEGADOR  MOZILA  INTERNET EXPLORER,2
ATENDIMENTO EXCELENTE   NIVEL  INFORMACAO REPASSAR  PLENAMENTE COMPLETAR,1
PERDEMOS UMAR VIDEO CONFERENCIA  FICAR AGUARDAR  CHAMAR    SUCESSO ,0
RAPIDO  EFICIENTE,1
ATENDIMENTO REALIZAR  RAPIDO ,1
EXCELENTE ATENDIMENTO ,1
ATENDIMENTO EFICAZ  RAPIDO  ALEM  PROFISSONAIS AGRADAVEIS   SOLICITOS,1
ABRIMOS  SEGUNDAR REGISTRAR  NAO   CHAMAR ,0
  ASSUNTO PAUTAR PARIR  OPERACAO ASSISTIDA  QUICKR  SEPRO  TRATAR  ATENDIDO  DIA DIA 10042015   ,0
 ATENDENTE ALAN RUELA SILVA   SIMPLESMENTE  EXCELENTEATENCIOSO  PRESTATIVO   INTERESSAR  RESOLVER  SOLICITAR PARIR  CLIENTE ,1
RESOLVIDO   HABITUAL PRESTEZA  EFICIENCIA,1
   ORIENTAR  ATENDIMENTO 881,1
EXCELENTE ATENDIMENTO   PELAR PRESTEZA ,1
 PROCESSAR  ABERTURA  CHAMAR PARIR  SEGUNDAR NIVEL   DEMORAR  LEVAR CERCAR  40 MIN PARIR  PROBLEMA        COMPLEXIDADE ,0
PRONTO ATENDIMENTO  SOLICITACAO  URGENCIA   BOM ,1
PARABENS ,1
EXCELENTE  ATENDIMENTO  CONTINUEM  ,1
EXCELENTE ATENDIMENTO ,1
  ATENDIDA,1
 SERVICO   REALIZAR   AGILIDADE,1
 ATENDENTE  INFORMAR  DEVER DIRECIONAR  LIGACAO INICIAL PARIR OUTRO GRUPAR  TIC  RESPOSAVEL  ESE   PROBLEMA ,0
 INFORMAR   LIGACAO DEVER  DIRECIONADA PARIR OUTRO OPCAO  MENU INICIAL  CHAMAR ,0
 ATENDER    INFERIOR   ESTIPULAR ,1
SO AGRADECER  PRESTEZA  AGILIDADE  SOLUCAO  PROBLEMA ,1
ATENDIMENTO EXEMPLAR ,0
 SATISFEITO   ATENDIMNETO  RAPIDO  OBJETIVA  PACIENTE  EDUCAR ,1
NAO  RESOLVER  SOLICITO PROVIDENCIA URGENTE,2
   ATENDER PELAR JESSYKA,1
ORIENTAR ABRIR DIP,2
CONFIRMEI   MESA MEN3BDORACLESQLSITISPS  HERMAN NUNES  LIMA 8516130       CHAMAR    INC000022753901  NAO     TRANSFERIR PARIR LA   ,2
   ATENDER PELAR JESSYKA,1
GOSTARIA  DESTACAR  PACIENCIA  CONHECIMENTO  TECNICA   ATENDEU  EXCELENTE PROFISSIONAL ,1
   ATENDER PELAR JESSYKA,1
  ATENDIDA,1
OTIMO ,1
EXELENTE ATENDIMENTO,1
BOM ATENDIMENTO ,1
ATENDIMENTO EXEMPLAR  PROFISSIONAL ATENCIOSO  DISPOR  CONTRIBUIR PARIR  SOLUCAO  PROBLEMA ,1
SIMPLES  RAPIDO ,0
ATENDENTE NAO  CLARO   POSICIONAMENTO    PROCEDIMENTO ,2
 ATENDIMENTO  EXECUTAR  SUCESSO ,1
 ATENDIMENTO,1
EXCELENTE PARABENS,1
ATENDIMENTO REALIZAR  EFICIENTE  PARABEM ,1
SERVICO  AGIL ,1
 PERDER   ARQUIVO  PASTAR DOCUMENTO        RELATORIOS   COMPUTADOR,2
EXCELENTE ATENDIMENTO ,1
 EDUCAR  PRESTATIVO,1
PARABENS  RAPIDEZ  CONTATO  RESOLUCAO  PROBLEMA,1
RAPIDO  EFICAZ ,1
OTIMO ATENDIMENTO,1
EXCELENTE,1
SUPEROU EXPECTATIVA,1
   RESPOSTAR     ERRAR  ALGUM  INCOMPATIVEL  OUTRO   NAO   OFERECER UMAR RESPOSTAR  OUTRO NIVEL  ATENDENTE EDUCAR  POREM  NAO  ESCLARECER   COMER PERCEBER     SUPORTAR  UMAR  PESSOA ,2
EXCELENTE,1
PARABENS  DANIEL   SUAR PRESTEZA  CONHECIMENTO ,1
  ATENDER,1
MUITOOBRIGADA ,1
CONTINUEM    PRESTACAO  SERVICO OTIMOS ,0
 PELAR ESCLARECIMENTO,1
GRATA PELAR PRONTO ATENDIMENTO,1
EXCELENTE ATENDIMENTO,1
 BOM ,1
RAPIDEZ  EEFICIENCIA  ATENDIMENTO   BOM  ,1
 TROCAR NAO  EFETUADA   IMPACTAR  EXECUCAO  ATIVIDADES  GERENCIA ,2
ATENDIMENTO EXTREMAMANETE DEMORAR  NAO APROVAR  DEMOROU QUASE 2  PARIR ATENDER  PEDIR ,2
OTIMO ATENDIMENTO  PROFISSIONAL  ATENCIOSO  DIFERENCIAR ,1
NAO  POSSIVEL  ACESSO REMOTO   GERENTE  AUSENTAR,0
AGRADECO  PRONTO ATENDIMENTO    PRESENCIAL  TECNICOATT  ANNA IOLANDA ,1
FICOU ALGUM DRIVE NAO COMPATIVEL  NECESSITAR  SUBSTITUICAO,2
OBRIGAR ,1
NAO  CONTACTAR PARIR REALIZAR NENHUM TESTAR  RESPEITAR   TAO  ORIENTAR QUANTUM  CADASTRAMENTO  SENHA  BLOQUEAR  ACREDITAR   CHAMAR   FECHAR INDEVIDAMENTE ,2
   CONTATO   TESTAR   INSTALACAO  FUNCIONAR    COMUM  NAO EXECUCAO  ALGUM PASSAR  PROCEDIMENTO  IMPOSSIBILITAR  FUNCIONAMENTO   NAO TESTAR ,0
TECNICO DEMONSTRAR COMPROMETIMENTO  RESOLUCAO  PROBLEMA   NAO   SUAR AREA  ATUACAO ,0
 APOS  RETIFICACAO  DI  VALORAR  DIVERGIR ,0
CHAMADO  PENDENTE CONFORMAR JUSTIFICAR  EMAIL  TIC,2
APOS  INSTALACAO   SOFTWARE APRESENTAR PROBLEMA  LICENCA  NAO  POSSIVEL    ,2
  AGILIZAR PARIR      ALGUM DIA VOLTAR   NORMAL  NAO       FATO   TA NORMAL  AQUECER,2
CONSIDERO  DEMORAR PARIR RESPOSTAR ,0
NAO   PARIR  BACKUP   CHAMAR ORIGINAL  PARIR RESTAURAR IMAGEM CORROMPIDO    JA    BACKUP         RESUMINDO   TI LEVAR 1 SEMANA PARIR  BACKUP DESNECESSARIO  RESTAURALO   NAO CONSEGUIR RESTAURALO   PROPRIO BACKUP  JA HAVER       OPERACAO  DESNECESSARIO   RESTAURAR  MIM          INSATISFEITO   SERVICO DIFERENTE  SOLICITAR      DEMORAR,2
 UMAR SEMANA   AUTO CAD   TRABALHAR  SOFTWARE,0
   PROBLEMA  NENHUM SOLUCAO  REALIZAR ,2
DEMOROU  ENVIAR PROCEDIMENTO   PROCEDIMENTO DEVER  ENVIAR   ATENDER ACESSO EXTERNAR ,2
OTIMO ATENDIMENTO   RAPIDEZ  AGILIDADE  ATENDIMENTO ,1
 BOM,1
   ATENDIDO PELAR CATIA,1
 INSTALACAO  VISIO 2010 IMPLICAR   FUNCIONAMENTO  VISUAL STUDIO 2012  PRINCIPAL FERRAMENTA  TRABALHAR ,0
DESTACO  ATENCAO DISPONIBILIZAR PELAR SUPORTAR   TIC,1
 881 NAO RESOLVER  PRECISEI LIGAR DIRETAMENTE PARIR  FERNANDO MATERA  Y7AT    RAPIDAMENTE RESOLVER  PROBLEMA,0
 CHAMAR  RESOLVER    TRATAMENTO  QUESTAO      INADEQUADO    GERENCIA SOLICITANTE JA DISPOR  SOFTWARE  VERSAO ANTERIOR   NAO  NADO    PARIR  HOMOLOGAR   ,2
OTIMO ATENDIMENTO   ATENDENTE MOSTRAR   CONHECIMENTO   ,1
 BOM ,1
GOSTARIA  RESSALTAR   CHAMAR  DEMORAR  PARIR  ATENDIDO ,0
EXCELENTE ATENDIMENTO  PROFISSIONAL SOLICITAR  VIABILIZADOR ,1
 CHAMAR  ATENDER  APOS  ABERTURA   SEGUNDAR CHAMAR   INC000022759296 ,0
 PROBLEMA PRINCIPAL  CHAMAR    ATENDENTE  CHAMAR ENCAMINHAR EMAIL      LIGAR    OCUPAR    DEVER LIGAR PARIR  881ACONTECE   RAMAL POSSUIR REGISTRAR  CHAMAR  NAO HAVER NENHUM CHAMAR PERDIDO ALEM D     MESA  TRABALHAR  NAO    RAMAL   ATENDENTE     MAU FE PARIR COLOCAR  CHAMAR  PENDENTE PELAR CLIENTE   SOLICITACAO  ALTERACAO  DESCRICAO  CHAVE NAO  RESOLVIDO    ORIENTAR OUTRO CAMINHAR ,2
INFELIZMENTE  NAO  ATENDER ATE  PRESENTAR DATAR 15042015,2
 NOTO 2 PRENDESE   FATO  DEMORAR PARIR  ATENDIMENTO  NAO PELAR ATENDIMENTO  PESSOA  REALIZAR  SERVICO DEMANDAR ,2
ELOGIO  PRESTEZA  ATENDIMENTO ,1
DEMORA PARIR ATENDER  CHAMAR ,2
CHAMADO  ENCERRAR  NAO  REALIZAR ATENDIMENTO  RESPONSAVEL ABRIR  CHAMAR ,2
REDUZIR  BUROCRACIA  ALEM  CHAMAR  NECESSARIO ENVIAR NOTO  CORREAR PARIR  TIC    IMPORTANTE TAMBEM   TIC FECHAR  ATENDIMENTO CASAR  CLIENTE DESISTIR  UTILIZAR   PROPOR  APOS TESTE    ,2
 BOM  ATENDIMENTO  ANALISTA  CORTES  EDUCAR  CONHECEDOR TECNICO  PROCESSAR  RESOLVEU RAPIDO  PROBLEMA  TESTE COMIGO  EFETUADOS  SUCESSO  REDE WIFI FUNCIONAR PERFEITAMENTE  NOTA 10,1
AGRADECO PELAR ATENCAO  PELAR PRONTO ATENDIMENTO ,1
PARABENS PARIR  PROFISSIONAL  ATENCIOSO EDUCAR ENFIM ADORAR ATENDIMENTO,1
 ATENDIMENTO  CORTES    CERTAR   NAO RESOLVER  PROBLEMA  NAO CONSEGUIR ABRIR  RELATORIO ,2
AGUARDANDO  GERENCIA,0
NAO HAVER SUPORTAR  REGIME SOBREAVISAR PARIR ATENDER  SOLICITACAO ,0
 BOM ATENDIMENTO,1
PRESTEZA  AGILIDADE  ATENDIMENTO  OPERADOR LUCAS ,1
ACOMPANHADO  ATENDIDO  SOLUCAO  PROBLEMA   PRESTIMO  SERVICO NOTA 10 ,1
SOFRIVEL,2
  EXCELENTE ATENDIMENTO,1
AGRADECO   ESTAO SOLICITOS   GENTIS ,1
  ATENDER,1
SOLICITACAO ATENDIDO,1
AGRADECO    ENVOLVIDOS  ATENDIMENTO ,1
DEDICACAO EXTREMO   CENSO  CRITICIDADE  QUALIDADE  COMUNICACAO  ACAO TECNICO,1
DEVIDO   PROBLEMA OCORRIDO    ANDAR    CHAMAR   ATENDER APOS  1800H,2
EXCELENTE ATENDIMENTO  ATENDENTE RAPIDO  CORDIAL  COMPETENTE    PROVIDENCIAR  CABO  VIDEO NECESSARIO   NAO  DISPONIVEL  PARABENS ,1
 CHAMAR NAO   RESOLVER      ALCANCAR  ATENDENTE   EQUIPAR ESPECIALIZAR  TIC JA  VERIFICAR  PROBLEMA    ATENDENTE  MANTER INFORMAR ,0
ATENDIEMENTO CORTES  EFICIENTE ,1
  AGUARDAR  SOLUCAO  RAMAL,0
EXCELENTE ATENDIMENTO  PESSOAL,1
NAO     TRATAR  SOLICITACAO,0
  ACESSO NORMALMENTE,0
CHAMADO RESOLVER  ESCLARECIMENTO  ,0
 PROFISSIONAL  MOSTRAR CORDIAL  TECNICO  OBJETIVA  ATENDIMENTO   5 REGISTRO  MERECER   ELOGIAR  5   ,1
 PROFISSIONAL  TECNICO  OBJTEIVA  SUPEROU  EXPECTATIVA  PARABEM ,1
 881  CANCELAR  REGISTRAR   NAO VIR DIRETAMENTE  GE     AUTORIZAR  COPIAR  GE ,2
DEMORA ,2
  ATENDER   COMENTARIO SO AGRADECER,1
 UMAR FALTO  RESPEITAR FECHAR  CHAMAR    PROBLEMA   RESOLVER  12 CHAMAR ABERTO    PROBLEMA   RESOLVER,2
